Job Title,Company Name,Study Level,Experience Level,Contract Type,Region,Skills,Posting Date,Job Link,Disponibilité,Langues,Salary,Mobility
Data Scientist,Wallace Inc,Bac+5,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Temps partiel,Le Kef,"Project Management, Communication, Machine Learning",2025-04-06,https://fakejobsite.com/job/510,In 3 months,"French, Arabic, English",1521,On-site
Accountant,"White, Bates and Smith",Bac+4,Expérience entre 2 ans et 5 ans et plus,Indépendant-Freelance,Tataouine,"Leadership, Machine Learning",2024-12-22,https://fakejobsite.com/job/511,In 1 month,Arabic,1548,Hybrid
Accountant,Green Ltd,Bac+3,Expérience entre 5 ans et 10 ans,Stage,Sousse,"Java, Machine Learning, Python, Communication",2026-05-13,https://fakejobsite.com/job/512,In 3 months,"Arabic, French, English",2215,Hybrid
Marketing Manager,"Murphy, Warren and Clark",Autres,Plus que 10 ans,Unspecified,Tozeur,"Data Analysis, Java, Leadership",2025-01-20,https://fakejobsite.com/job/513,In 3 months,"Arabic, English, French",1121,Hybrid
Accountant,Barrett and Sons,Qualification avant bac,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Indépendant-Freelance,Gabes,"Java, Communication, Leadership, Machine Learning, Project Management",2026-09-18,https://fakejobsite.com/job/514,Immediate,"English, Arabic, French",1016,On-site
Accountant,Carter Inc,Bac,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Intérim,Monastir,"Leadership, SQL",2026-02-26,https://fakejobsite.com/job/515,Immediate,Arabic,1946,On-site
Marketing Manager,Woods Group,Bac,Entre 5 et 10 ans,SIVP,Bizerte,"Leadership, Java",2025-01-26,https://fakejobsite.com/job/516,Immediate,"English, Arabic, French",1385,Hybrid
Teacher,"Johnson, Bradley and Rojas",Bac+3,Entre 2 et 5 ans,CDD,Tozeur,"Leadership, Machine Learning, Python, SQL, Project Management",2026-05-15,https://fakejobsite.com/job/517,Immediate,Arabic,1026,Hybrid
Software Engineer,"Crawford, Klein and Perez",Bac+5,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Intérim,Sidi Bouzid,"Python, Project Management, Data Analysis, Leadership",2025-04-21,https://fakejobsite.com/job/518,Immediate,Arabic,1356,Remote
Nurse,Caldwell and Sons,Autres,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Alternance,Monastir,"Java, Python, Project Management",2026-08-16,https://fakejobsite.com/job/519,Immediate,"French, Arabic",880,Remote
Project Manager,Clark and Sons,Bac+2,Expérience entre 2 ans et 5 ans,Fonction publique,Kairouan,"Java, Machine Learning, Python, Communication",2024-03-22,https://fakejobsite.com/job/520,In 1 month,French,598,Remote
Nurse,Dillon-Mason,Bac+4,Débutant < 2 ans,Stage,Monastir,"Python, Data Analysis, Project Management, Java, Machine Learning",2024-04-07,https://fakejobsite.com/job/521,In 3 months,"Arabic, French",1036,Hybrid
Nurse,Miles PLC,Bac+3,Expérience entre 2 ans et 5 ans,CDI,Gafsa,"Communication, Project Management, SQL, Leadership, Machine Learning",2026-09-05,https://fakejobsite.com/job/522,In 3 months,"French, English, Arabic",2040,Hybrid
Data Scientist,"Rodriguez, Harrell and Gutierrez",Autres,"Etudiant, jeune diplômé",Saisonnier,Médenine,"Data Analysis, Communication",2026-08-15,https://fakejobsite.com/job/523,In 3 months,English,692,Hybrid
Software Engineer,Campos and Sons,Bac+5,"Etudiant, jeune diplômé",CDI,Sidi Bouzid,"Java, Leadership, Machine Learning, Project Management",2026-04-02,https://fakejobsite.com/job/524,In 1 month,"Arabic, French",1447,Remote
Data Scientist,Jackson-White,Bac+5,Entre 1 et 2 ans,Intérim,Le Kef,"Project Management, SQL, Python",2026-02-08,https://fakejobsite.com/job/525,In 3 months,Arabic,1200,On-site
Software Engineer,Brooks-Williamson,Bac+3,Expérience entre 2 ans et 5 ans et plus,Alternance,Ben Arous,"Machine Learning, Project Management",2025-12-19,https://fakejobsite.com/job/526,In 1 month,Arabic,1353,Hybrid
Marketing Manager,Potter Group,Bac+3,"Etudiant, jeune diplômé et plus",Temps partiel,Ben Arous,"SQL, Leadership, Java, Communication, Project Management",2025-07-21,https://fakejobsite.com/job/527,In 1 month,"English, French",1162,On-site
Marketing Manager,Watson-Wood,Bac+3,Expérience entre 2 ans et 5 ans,Intérim,Ben Arous,"Data Analysis, Leadership, Java, Python",2025-08-05,https://fakejobsite.com/job/528,In 1 month,"English, Arabic",1003,On-site
Software Engineer,Gilbert-Dean,Bac,Débutant < 2 ans,Fonction publique,Gafsa,"SQL, Machine Learning",2024-09-12,https://fakejobsite.com/job/529,In 3 months,French,717,On-site
Accountant,Martin Inc,Qualification avant bac,Expérience > 10 ans,SIVP,Sfax,"Project Management, Java",2026-03-19,https://fakejobsite.com/job/530,In 1 month,"English, Arabic, French",1338,Remote
Teacher,Bryan PLC,Bac+5,Expérience entre 5 ans et 10 ans,Unspecified,Kairouan,"Java, Machine Learning",2025-05-02,https://fakejobsite.com/job/531,In 3 months,"Arabic, French, English",2800,On-site
Accountant,Brown LLC,Autres,"Etudiant, jeune diplômé - Débutant < 2 ans",Statutaire,Monastir,"Leadership, Machine Learning",2025-09-23,https://fakejobsite.com/job/532,In 3 months,English,1423,Hybrid
Teacher,Shaw-Gibbs,Autres,Entre 5 et 10 ans,Saisonnier,Kairouan,"Project Management, Communication",2025-10-22,https://fakejobsite.com/job/533,Immediate,"Arabic, English",1022,Remote
Data Scientist,Medina Inc,Bac+3,Expérience entre 2 ans et 5 ans,Fonction publique,Médenine,"SQL, Project Management",2025-11-26,https://fakejobsite.com/job/534,Immediate,"French, Arabic",1857,Hybrid
Teacher,Navarro-Herrera,Bac+5,"Etudiant, jeune diplômé - Débutant < 2 ans",Stage,International,"Project Management, SQL, Python",2024-09-27,https://fakejobsite.com/job/535,In 1 month,"French, English",1373,Hybrid
Data Scientist,"Hood, Moore and Nelson",Autres,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Temps partiel,Le Kef,"Machine Learning, Java, Communication",2024-01-27,https://fakejobsite.com/job/536,In 1 month,"English, Arabic, French",1018,Remote
Marketing Manager,"Young, Smith and Barnes",Bac+5,"Etudiant, jeune diplômé",Stage,Siliana,"Communication, Java, Data Analysis, SQL",2025-11-24,https://fakejobsite.com/job/537,In 3 months,"French, English, Arabic",1448,Hybrid
Nurse,"Taylor, Cruz and Jones",Bac+3,Expérience entre 2 ans et 5 ans et plus,Intérim,Sfax,"SQL, Data Analysis, Leadership",2024-11-30,https://fakejobsite.com/job/538,In 1 month,"Arabic, French, English",1288,Hybrid
Marketing Manager,"Church, Silva and Brown",Bac+3,Expérience entre 5 ans et 10 ans,Alternance,Abidjan,"Data Analysis, Communication",2026-02-06,https://fakejobsite.com/job/539,In 1 month,"Arabic, English, French",1585,Remote
Marketing Manager,"Wood, Walker and Sheppard",Bac+2,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Fonction publique,Kairouan,"Leadership, Python, Data Analysis, Project Management, Communication",2026-08-22,https://fakejobsite.com/job/540,In 3 months,French,1105,Hybrid
Nurse,Young-Taylor,Autres,Moins d'un an,Stage-PFE,DAKAR,"SQL, Java, Data Analysis, Project Management, Leadership",2026-03-03,https://fakejobsite.com/job/541,In 1 month,"French, English",1296,On-site
Teacher,"Brown, Grant and Hudson",Bac+4,Moins d'un an,Temps partiel,Tataouine,"Project Management, SQL, Java, Data Analysis, Communication",2024-01-24,https://fakejobsite.com/job/542,In 1 month,"Arabic, French",1121,Hybrid
Teacher,Roach-Glover,Bac+3,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Alternance,Abidjan,"Python, Machine Learning, Project Management, Communication, Java",2025-11-16,https://fakejobsite.com/job/543,In 3 months,"Arabic, English, French",1221,On-site
Data Scientist,"Woods, Hughes and Brown",Bac+5,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,SIVP,Siliana,"Project Management, Data Analysis, Java, SQL, Python",2025-02-18,https://fakejobsite.com/job/544,In 3 months,"French, English, Arabic",1590,Hybrid
Accountant,Ross-Fields,Bac+4,Débutant < 2 ans,Temps partiel,Nabeul,"Communication, Python, Machine Learning, Java, SQL",2024-11-12,https://fakejobsite.com/job/545,Immediate,"French, English, Arabic",1114,Remote
Data Scientist,Harper LLC,Bac+3,"Etudiant, jeune diplômé - Débutant < 2 ans",Stage,International,"SQL, Communication, Machine Learning, Leadership",2026-04-24,https://fakejobsite.com/job/546,In 3 months,English,1192,Remote
Accountant,Morris-Carter,Bac+2,Expérience > 10 ans,Temps partiel,Sousse,"Java, Leadership",2026-07-20,https://fakejobsite.com/job/547,Immediate,English,1472,Hybrid
Marketing Manager,"Hammond, Murphy and Smith",Bac+5,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Statutaire,Nabeul,"Leadership, Java, Data Analysis",2025-03-22,https://fakejobsite.com/job/548,In 1 month,"English, French",1491,Remote
Nurse,Wiggins LLC,Bac+3,Expérience entre 2 ans et 5 ans,Intérim,Sousse,"Python, Java, SQL, Leadership",2025-09-16,https://fakejobsite.com/job/549,In 3 months,"English, French, Arabic",925,Hybrid
Marketing Manager,"Glover, Bender and Higgins",Bac+5,"Etudiant, jeune diplômé & Débutant < 2 ans",Indépendant-Freelance,Tunis,"Project Management, Communication, Machine Learning, Java, Leadership",2024-04-25,https://fakejobsite.com/job/550,In 3 months,"French, Arabic",1633,Remote
Software Engineer,"Cooper, Smith and Gilmore",Bac+3,Entre 5 et 10 ans,Stage,Gafsa,"Communication, SQL, Data Analysis",2025-03-21,https://fakejobsite.com/job/551,In 3 months,English,530,On-site
Teacher,Stokes LLC,Bac+5,Entre 1 et 2 ans,Statutaire,Tozeur,"Leadership, Machine Learning, Communication, Data Analysis, SQL",2025-01-06,https://fakejobsite.com/job/552,In 1 month,"French, English, Arabic",885,Hybrid
Accountant,Knight-Castaneda,Bac+3,"Etudiant, jeune diplômé & Débutant < 2 ans",Saisonnier,Gafsa,"Communication, Machine Learning, Project Management, Leadership",2024-01-03,https://fakejobsite.com/job/553,Immediate,English,707,On-site
Data Scientist,"Petersen, Harding and Hendricks",Bac+3,Expérience entre 2 ans et 5 ans,CDD,Gafsa,"Leadership, SQL",2024-08-11,https://fakejobsite.com/job/554,In 1 month,"Arabic, English",1797,On-site
Nurse,Clark LLC,Qualification avant bac,Entre 1 et 2 ans,Indépendant-Freelance,Gabes,"Project Management, Data Analysis, SQL, Leadership",2025-01-23,https://fakejobsite.com/job/555,In 1 month,"French, Arabic",1103,Hybrid
Accountant,"Lynn, Gutierrez and Ross",Bac+3,"Etudiant, jeune diplômé et plus",Intérim,Ariana,"Project Management, Communication",2026-06-14,https://fakejobsite.com/job/556,In 3 months,"Arabic, French, English",862,On-site
Data Scientist,Miller LLC,Bac+2,"Etudiant, jeune diplômé",Stage-PFE,Sidi Bouzid,"Python, Data Analysis, Machine Learning",2025-10-12,https://fakejobsite.com/job/557,Immediate,"French, English, Arabic",1222,Hybrid
Teacher,Sanders PLC,Bac,Débutant < 2 ans,Indépendant-Freelance,Monastir,"Machine Learning, Java, SQL, Data Analysis, Communication",2025-10-03,https://fakejobsite.com/job/558,In 1 month,"Arabic, French, English",1131,On-site
Marketing Manager,Meza Group,Bac+5,Aucune expérience,Saisonnier,Ariana,"Project Management, Leadership, Machine Learning, Data Analysis, Communication",2024-06-13,https://fakejobsite.com/job/559,In 3 months,"French, Arabic",1276,Hybrid
Teacher,"Morgan, Lindsey and Mendez",Bac+4,Entre 1 et 2 ans,Alternance,Tozeur,"Leadership, Project Management, Java, Data Analysis, Communication",2025-04-28,https://fakejobsite.com/job/560,In 1 month,"English, French",1158,Hybrid
Project Manager,"Arnold, Flores and Gould",Bac+5,"Etudiant, jeune diplômé & Débutant < 2 ans",Stage-PFE,International,"Leadership, Java, Machine Learning",2025-11-03,https://fakejobsite.com/job/561,In 1 month,Arabic,1505,Remote
Software Engineer,Montes-Martin,Bac+3,Entre 5 et 10 ans,Stage,International,"Python, SQL",2026-09-19,https://fakejobsite.com/job/562,In 3 months,"Arabic, English, French",1457,Hybrid
Project Manager,"Dickerson, Ho and Williams",Bac+2,Aucune expérience,Stage-PFE,Gabes,"Python, SQL",2025-07-06,https://fakejobsite.com/job/563,In 3 months,"English, French, Arabic",786,Hybrid
Nurse,Clark LLC,Bac,Moins d'un an,Fonction publique,Tataouine,"SQL, Java",2024-03-27,https://fakejobsite.com/job/564,Immediate,French,1046,On-site
Accountant,Jennings Inc,Bac+3,"Etudiant, jeune diplômé",Saisonnier,Tataouine,"Java, Communication, Leadership",2024-06-20,https://fakejobsite.com/job/565,In 1 month,"English, Arabic",1025,Hybrid
Nurse,"Montoya, Hogan and Leblanc",Bac+4,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Temps partiel,Nabeul,"Project Management, Machine Learning",2024-08-17,https://fakejobsite.com/job/566,In 3 months,"Arabic, French",766,Remote
Marketing Manager,"Zimmerman, Thompson and Griffith",Bac+3,"Etudiant, jeune diplômé - Débutant < 2 ans",Statutaire,TRIPOLI,"Communication, Python, Machine Learning, Leadership, Project Management",2025-04-08,https://fakejobsite.com/job/567,In 3 months,"French, Arabic",1462,On-site
Data Scientist,"Smith, Perez and Bowen",Bac+3,Expérience entre 5 ans et 10 ans,Indépendant-Freelance,Bizerte,"Python, Leadership, Machine Learning, Communication, Project Management",2026-01-17,https://fakejobsite.com/job/568,Immediate,"French, Arabic",2796,On-site
Teacher,Brown-Marsh,Formations professionnelles,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Fonction publique,TRIPOLI,"Python, Machine Learning",2024-10-09,https://fakejobsite.com/job/569,Immediate,"Arabic, French, English",881,Remote
Project Manager,"Diaz, Hunt and Lee",Bac+3,Entre 1 et 2 ans,Unspecified,Kairouan,"Machine Learning, Python, Leadership, Project Management",2026-07-30,https://fakejobsite.com/job/570,In 3 months,"English, Arabic, French",1474,On-site
Project Manager,"Figueroa, Howell and Fox",Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Stage-PFE,Tunis,"Java, Python, Machine Learning",2024-08-24,https://fakejobsite.com/job/571,Immediate,Arabic,1174,On-site
Marketing Manager,"Harrison, Miles and Trevino",Bac+5,Expérience entre 2 ans et 5 ans et plus,Fonction publique,Ben Arous,"Project Management, Java, Machine Learning",2026-09-17,https://fakejobsite.com/job/572,In 3 months,"Arabic, French",1473,On-site
Project Manager,"Murphy, Anderson and Cox",Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI,Tunis,"Communication, Data Analysis, Project Management, Python",2025-01-13,https://fakejobsite.com/job/573,In 1 month,French,1949,On-site
Marketing Manager,Jenkins-Foster,Bac+4,Entre 2 et 5 ans,Saisonnier,Bizerte,"SQL, Project Management, Machine Learning, Java",2026-05-16,https://fakejobsite.com/job/574,Immediate,"Arabic, English",1120,Remote
Nurse,Garcia PLC,Qualification avant bac,Plus que 10 ans,Statutaire,Sidi Bouzid,"Machine Learning, Communication, Python",2024-11-07,https://fakejobsite.com/job/575,In 1 month,"English, French, Arabic",1096,Remote
Teacher,Martin Ltd,Autres,Plus que 10 ans,SIVP,Nabeul,"Java, Project Management",2024-07-18,https://fakejobsite.com/job/576,In 1 month,English,649,On-site
Accountant,Harper-Juarez,Bac+2,"Etudiant, jeune diplômé - Débutant < 2 ans",Alternance,Tozeur,"SQL, Machine Learning, Project Management, Python, Leadership",2025-11-11,https://fakejobsite.com/job/577,In 1 month,"French, Arabic, English",933,On-site
Data Scientist,"Parks, Davis and Brown",Autres,Expérience > 10 ans,Stage-PFE,Sousse,"Java, Project Management, SQL",2026-08-13,https://fakejobsite.com/job/578,In 3 months,French,935,Remote
Accountant,"Tucker, Cruz and Silva",Bac+3,"Etudiant, jeune diplômé et plus",Saisonnier,International,"Java, Machine Learning, Python, Leadership",2024-02-28,https://fakejobsite.com/job/579,In 1 month,"English, French",1328,Remote
Nurse,"Contreras, Nguyen and Hardin",Bac+3,Entre 1 et 2 ans,SIVP,Bizerte,"Leadership, Data Analysis, Python",2026-02-19,https://fakejobsite.com/job/580,In 1 month,"Arabic, English, French",1510,Remote
Data Scientist,Mclean LLC,Bac+3,Expérience entre 2 ans et 5 ans,SIVP,Gafsa,"Machine Learning, Leadership",2025-10-17,https://fakejobsite.com/job/581,In 1 month,"English, French",1378,On-site
Project Manager,"Harris, Perez and Briggs",Autres,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Unspecified,Abidjan,"Data Analysis, SQL",2024-11-23,https://fakejobsite.com/job/582,In 3 months,"Arabic, French, English",1171,On-site
Software Engineer,Casey-Norton,Bac+3,"Etudiant, jeune diplômé",Intérim,Le Kef,"Python, Java, Machine Learning, SQL",2024-08-09,https://fakejobsite.com/job/583,In 1 month,"French, Arabic, English",1120,Hybrid
Nurse,"Chase, Harris and Rodriguez",Bac+3,"Etudiant, jeune diplômé et plus",Statutaire,Nabeul,"Java, Data Analysis, Leadership, Machine Learning, Communication",2024-07-02,https://fakejobsite.com/job/584,In 1 month,English,1413,Remote
Nurse,Allen and Sons,Bac+4,Entre 2 et 5 ans,Fonction publique,Gafsa,"Communication, Project Management, Leadership, Java, Python",2025-07-19,https://fakejobsite.com/job/585,Immediate,"Arabic, English",1245,On-site
Teacher,Wilson PLC,Bac+3,Débutant < 2 ans et plus,SIVP,Ben Arous,"Python, Leadership, Project Management, Java",2025-12-24,https://fakejobsite.com/job/586,In 3 months,"French, Arabic",663,Remote
Accountant,"Malone, Martinez and Lewis",Bac+1,"Etudiant, jeune diplômé & Débutant < 2 ans",CDI,Ariana,"Communication, Machine Learning",2024-03-18,https://fakejobsite.com/job/587,In 1 month,Arabic,1334,On-site
Nurse,"Cox, Murphy and Hendrix",Bac+2,Expérience > 10 ans,Unspecified,Ben Arous,"Communication, Python, Leadership, Data Analysis, Project Management",2025-11-17,https://fakejobsite.com/job/588,Immediate,"English, Arabic",1503,Remote
Nurse,Reyes Inc,Bac+2,"Etudiant, jeune diplômé",Saisonnier,Gafsa,"Project Management, Data Analysis, Machine Learning, Leadership, Communication",2024-06-14,https://fakejobsite.com/job/589,In 3 months,Arabic,782,On-site
Project Manager,"Zimmerman, Rodriguez and Howell",Bac+2,Entre 2 et 5 ans,Unspecified,Nabeul,"SQL, Python, Machine Learning",2026-01-31,https://fakejobsite.com/job/590,In 3 months,"English, Arabic, French",990,Hybrid
Project Manager,Terry-Miller,Bac+2,Entre 2 et 5 ans,CDD,Abidjan,"Project Management, Communication, Python, SQL",2024-10-10,https://fakejobsite.com/job/591,In 3 months,"French, Arabic",624,Hybrid
Data Scientist,Cabrera Group,Bac+4,Débutant < 2 ans et plus,CDD,Sfax,"Data Analysis, Project Management, Communication, Java",2026-01-11,https://fakejobsite.com/job/592,In 3 months,"French, English",866,Remote
Marketing Manager,Rojas Group,Bac+2,Débutant < 2 ans,Temps partiel,Ben Arous,"Communication, Data Analysis, Python, Leadership, Machine Learning",2024-04-24,https://fakejobsite.com/job/593,In 3 months,"English, French",908,On-site
Marketing Manager,Stevenson-Singleton,Bac+3,Expérience entre 5 ans et 10 ans,Unspecified,Médenine,"Leadership, Data Analysis, SQL, Python",2025-01-17,https://fakejobsite.com/job/594,In 3 months,"English, French",1908,On-site
Software Engineer,Hill-Espinoza,Formations professionnelles,Débutant < 2 ans,Temps partiel,Tunis,"Java, Leadership, Project Management",2026-05-17,https://fakejobsite.com/job/595,In 1 month,"French, English, Arabic",1129,Remote
Marketing Manager,Marquez-Hall,Bac+3,Débutant < 2 ans et plus,Stage-PFE,Sidi Bouzid,"SQL, Python, Leadership, Communication, Data Analysis",2026-02-03,https://fakejobsite.com/job/596,In 1 month,"Arabic, French",1210,On-site
Teacher,Lee Inc,Bac+5,"Etudiant, jeune diplômé et plus",Temps partiel,Nabeul,"Communication, SQL",2024-05-31,https://fakejobsite.com/job/597,In 1 month,"Arabic, English",1204,Remote
Software Engineer,"Wilson, Glenn and Campbell",Bac+2,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Stage,Le Kef,"Python, Data Analysis, Project Management, Communication, Leadership",2025-12-30,https://fakejobsite.com/job/598,In 1 month,"Arabic, English",1086,On-site
Data Scientist,Dixon Ltd,Bac+2,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Fonction publique,TRIPOLI,"Data Analysis, Communication, Project Management",2026-03-28,https://fakejobsite.com/job/599,Immediate,Arabic,990,Remote
Project Manager,Lewis-Jones,Bac,Débutant < 2 ans et plus,Stage,Kairouan,"Data Analysis, Leadership, SQL",2024-10-11,https://fakejobsite.com/job/600,In 1 month,Arabic,728,On-site
Marketing Manager,Brewer Group,Bac+2,Moins d'un an,SIVP,Médenine,"Leadership, Java, Python, SQL",2026-02-04,https://fakejobsite.com/job/601,In 3 months,English,906,Remote
Accountant,Haas Inc,Bac+3,Débutant < 2 ans et plus,Saisonnier,Monastir,"Machine Learning, Project Management, Data Analysis, SQL, Python",2024-08-02,https://fakejobsite.com/job/602,In 1 month,"French, English",1454,On-site
Project Manager,Schmidt PLC,Bac+2,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Stage-PFE,Sousse,"Machine Learning, Java, Communication, Project Management",2026-06-15,https://fakejobsite.com/job/603,In 1 month,Arabic,1497,Hybrid
Teacher,"Freeman, Brown and Medina",Bac+1,Débutant < 2 ans et plus,Indépendant-Freelance,Gafsa,"Leadership, Python, Java",2025-07-01,https://fakejobsite.com/job/604,In 3 months,"English, Arabic, French",1262,On-site
Project Manager,"Winters, Webb and Duncan",Bac+2,Moins d'un an,SIVP,Sousse,"Python, Project Management, Data Analysis, Machine Learning",2026-05-11,https://fakejobsite.com/job/605,In 1 month,"Arabic, French, English",1485,Remote
Teacher,Ford-Wilson,Bac+3,Moins d'un an,Fonction publique,International,"Communication, Project Management, Data Analysis, SQL, Java",2025-06-05,https://fakejobsite.com/job/606,In 1 month,"Arabic, French, English",1233,Hybrid
Teacher,Foster Group,Bac+3,Plus que 10 ans,CDD,Le Kef,"Communication, Machine Learning, Leadership, Java",2026-06-27,https://fakejobsite.com/job/607,In 1 month,Arabic,1689,On-site
Teacher,Norris-Lam,Bac+3,"Etudiant, jeune diplômé",Statutaire,Gafsa,"Communication, Java, Project Management, Data Analysis, Machine Learning",2024-01-07,https://fakejobsite.com/job/608,Immediate,"English, Arabic, French",1774,Hybrid
Data Scientist,"Barron, Patrick and Irwin",Bac+3,"Etudiant, jeune diplômé - Débutant < 2 ans",Temps partiel,Siliana,"Project Management, Data Analysis, Leadership, SQL, Communication",2024-06-21,https://fakejobsite.com/job/609,In 1 month,"French, English",733,On-site
Teacher,Knight-Haynes,Bac+5,Aucune expérience,Intérim,Sousse,"Java, Machine Learning, Leadership, SQL",2024-09-29,https://fakejobsite.com/job/610,In 3 months,"French, Arabic",1201,Hybrid
Teacher,"Harper, Weber and Williams",Bac,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Saisonnier,TRIPOLI,"Python, Communication, Project Management",2025-07-07,https://fakejobsite.com/job/611,In 3 months,"Arabic, English, French",1177,Remote
Accountant,Hicks-Bailey,Bac+5,Débutant < 2 ans,Alternance,Médenine,"Leadership, SQL, Data Analysis",2025-08-17,https://fakejobsite.com/job/612,In 1 month,"Arabic, French",1033,On-site
Software Engineer,Mcdonald and Sons,Bac+4,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Statutaire,Tozeur,"SQL, Communication",2025-05-14,https://fakejobsite.com/job/613,In 1 month,French,1345,On-site
Nurse,Lopez-Martin,Bac+1,Expérience entre 2 ans et 5 ans et plus,Stage,DAKAR,"Data Analysis, Communication, Leadership, Java, SQL",2026-04-14,https://fakejobsite.com/job/614,In 1 month,Arabic,1110,Remote
Software Engineer,Gonzalez Ltd,Qualification avant bac,Plus que 10 ans,Temps partiel,Sidi Bouzid,"SQL, Leadership, Project Management",2025-08-06,https://fakejobsite.com/job/615,In 3 months,"French, Arabic, English",916,Hybrid
Teacher,Gibson-Morrow,Formations professionnelles,Entre 2 et 5 ans,Stage-PFE,Médenine,"Leadership, Machine Learning",2026-06-23,https://fakejobsite.com/job/616,In 3 months,"Arabic, English",1093,Remote
Accountant,Gutierrez and Sons,Bac,"Etudiant, jeune diplômé",Stage,Le Kef,"SQL, Machine Learning, Leadership, Project Management, Python",2026-05-24,https://fakejobsite.com/job/617,Immediate,"Arabic, English",1471,Remote
Project Manager,Estes-Hess,Bac+3,Entre 5 et 10 ans,Saisonnier,Tozeur,"Java, Python, Leadership, Data Analysis",2025-09-26,https://fakejobsite.com/job/618,Immediate,French,1260,Hybrid
Accountant,Smith-Walker,Bac+5,Expérience entre 2 ans et 5 ans,Stage,Sousse,"Python, Machine Learning, Communication",2024-10-31,https://fakejobsite.com/job/619,Immediate,"English, Arabic, French",1960,Remote
Teacher,Turner Inc,Bac+5,Expérience entre 5 ans et 10 ans,Saisonnier,Sidi Bouzid,"Communication, SQL, Project Management, Python, Machine Learning",2025-09-15,https://fakejobsite.com/job/620,In 3 months,"Arabic, English",2009,On-site
Accountant,Woods-Gomez,Bac+2,Entre 5 et 10 ans,Stage,Nabeul,"Machine Learning, Java",2025-12-16,https://fakejobsite.com/job/621,Immediate,Arabic,1213,On-site
Marketing Manager,"Olson, Ramirez and Jones",Bac+3,Aucune expérience,Statutaire,Gafsa,"Leadership, Data Analysis, Project Management",2025-06-02,https://fakejobsite.com/job/622,In 1 month,Arabic,701,On-site
Accountant,"Valdez, Johnson and Bennett",Bac+3,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Unspecified,Abidjan,"Data Analysis, Leadership, Python, Project Management, Communication",2025-09-03,https://fakejobsite.com/job/623,In 1 month,"English, French, Arabic",1072,Remote
Teacher,"Kerr, Baker and Cook",Bac+3,Aucune expérience,CDI,Siliana,"SQL, Python, Leadership, Java",2026-04-12,https://fakejobsite.com/job/624,In 3 months,English,945,On-site
Data Scientist,"Callahan, Guerrero and Sawyer",Bac+4,Entre 5 et 10 ans,Statutaire,Gabes,"Machine Learning, Data Analysis, Project Management, Java",2024-09-26,https://fakejobsite.com/job/625,Immediate,"French, Arabic, English",859,On-site
Marketing Manager,Thomas and Sons,Bac+3,Expérience entre 5 ans et 10 ans,Unspecified,Tataouine,"Communication, Project Management, Python, SQL, Machine Learning",2025-10-13,https://fakejobsite.com/job/626,In 1 month,English,1325,On-site
Accountant,Mueller Group,Bac+3,Expérience > 10 ans,Indépendant-Freelance,International,"Java, Data Analysis, Python, Communication",2025-06-30,https://fakejobsite.com/job/627,In 3 months,French,1944,On-site
Nurse,Reed-Smith,Bac+5,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,SIVP,Médenine,"Communication, Leadership",2025-05-06,https://fakejobsite.com/job/628,Immediate,"Arabic, English",1472,On-site
Nurse,Allen-Mason,Bac,Entre 2 et 5 ans,SIVP,Sousse,"Data Analysis, Communication",2024-08-04,https://fakejobsite.com/job/629,In 1 month,"English, Arabic, French",1366,On-site
Accountant,Gonzalez PLC,Bac+3,Débutant < 2 ans et plus,Fonction publique,Sousse,"Data Analysis, Machine Learning, Java",2025-12-10,https://fakejobsite.com/job/630,Immediate,"English, French",1044,Remote
Data Scientist,Young-Howard,Bac+5,Expérience entre 2 ans et 5 ans et plus,Temps partiel,Le Kef,"SQL, Project Management, Java, Leadership",2024-11-19,https://fakejobsite.com/job/631,In 3 months,"French, English, Arabic",1448,On-site
Project Manager,"Carter, Lawrence and Lewis",Formations professionnelles,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Statutaire,Bizerte,"Data Analysis, Communication, SQL",2024-12-26,https://fakejobsite.com/job/632,Immediate,Arabic,978,On-site
