Job Title,Company Name,Study Level,Experience Level,Contract Type,Region,Skills,Posting Date,Job Link,Disponibilité,Langues,Salary,Mobility
Data Scientist,"Atkins, Perkins and Christian",Bac+1,"Etudiant, jeune diplômé",Intérim,Gabes,"Machine Learning, Communication, Java, Python, Data Analysis",2026-03-18,https://fakejobsite.com/job/496,In 3 months,"French, Arabic",1214,On-site
Software Engineer,Murphy-Jordan,Formations professionnelles,Débutant < 2 ans et plus,Fonction publique,Tataouine,"Project Management, Java, Machine Learning, Leadership",2026-07-09,https://fakejobsite.com/job/497,In 3 months,Arabic,725,Hybrid
Teacher,Nichols and Sons,Bac+2,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDD,Le Kef,"Communication, Python, Project Management, SQL, Java",2026-05-06,https://fakejobsite.com/job/498,In 1 month,"Arabic, English, French",870,Hybrid
Accountant,"Palmer, Howard and Cook",Expert Recherche,"Etudiant, jeune diplômé",Saisonnier,Tataouine,"Leadership, Data Analysis, Java",2024-11-26,https://fakejobsite.com/job/499,In 3 months,French,2002,Hybrid
Data Scientist,Mccoy Ltd,Secondaire,Expérience entre 2 ans et 5 ans,Unspecified,Le Kef,"Machine Learning, Project Management",2024-01-25,https://fakejobsite.com/job/500,Immediate,English,1269,Remote
Marketing Manager,Walker-Thomas,Bac+5,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Temps partiel,Tunis,"Leadership, SQL, Data Analysis",2025-10-06,https://fakejobsite.com/job/501,In 3 months,French,1747,On-site
Data Scientist,"Palmer, Howard and Cook",Bac+2,"Etudiant, jeune diplômé et plus",Alternance,Sidi Bouzid,"Machine Learning, Leadership, Communication, SQL",2024-08-21,https://fakejobsite.com/job/502,In 3 months,"English, French, Arabic",1289,Hybrid
Nurse,Watson LLC,Doctorat,"Etudiant, jeune diplômé et plus",Alternance,Sfax,"Machine Learning, Communication",2026-06-27,https://fakejobsite.com/job/503,Immediate,"Arabic, English, French",1783,Remote
Teacher,Thomas-Howard,Bac+3,Aucune expérience,Unspecified,Sousse,"Project Management, Python, Communication, SQL",2025-03-01,https://fakejobsite.com/job/504,In 1 month,English,1029,Hybrid
Project Manager,Carroll-Davis,Primaire,Entre 5 et 10 ans,Fonction publique,Tozeur,"Machine Learning, Java, Project Management, Leadership, Data Analysis",2025-09-06,https://fakejobsite.com/job/505,Immediate,"English, Arabic",1047,Hybrid
Software Engineer,Watson LLC,Bac+4,Plus que 10 ans,Stage-PFE,TRIPOLI,"Machine Learning, Data Analysis",2025-05-19,https://fakejobsite.com/job/506,In 3 months,English,1124,Hybrid
Project Manager,"Craig, Morrow and Edwards",Bac+2,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Alternance,Siliana,"Project Management, Java, Leadership",2026-07-17,https://fakejobsite.com/job/507,In 1 month,"French, English, Arabic",1314,Hybrid
Teacher,"Anderson, Cunningham and Dunn",Bac+1,Entre 1 et 2 ans,Saisonnier,TRIPOLI,"Leadership, Communication, Machine Learning",2026-02-04,https://fakejobsite.com/job/508,In 3 months,French,1238,Hybrid
Teacher,"Craig, Morrow and Edwards",Qualification avant bac,Expérience entre 2 ans et 5 ans et plus,Fonction publique,Sidi Bouzid,"SQL, Communication, Machine Learning, Project Management",2024-10-09,https://fakejobsite.com/job/509,In 3 months,"English, Arabic, French",1035,Remote
Teacher,"Anderson, Cunningham and Dunn",Bac+1,"Etudiant, jeune diplômé & Débutant < 2 ans",CDI,Tozeur,"Project Management, Communication, Machine Learning",2026-08-31,https://fakejobsite.com/job/510,Immediate,"French, Arabic, English",1370,On-site
Project Manager,"Anderson, Cunningham and Dunn",Bac+2,Aucune expérience,Alternance,Tunis,"Leadership, Machine Learning",2025-09-28,https://fakejobsite.com/job/511,Immediate,Arabic,1025,On-site
Marketing Manager,Goodwin Group,Bac+1,"Etudiant, jeune diplômé & Débutant < 2 ans",Stage,TRIPOLI,"Java, Machine Learning, Python, Communication",2025-06-28,https://fakejobsite.com/job/512,In 1 month,"Arabic, French, English",887,On-site
Teacher,Thomas-Howard,Bac+3,Entre 2 et 5 ans,Fonction publique,Nabeul,"Data Analysis, Java, Leadership",2026-01-17,https://fakejobsite.com/job/513,In 1 month,"Arabic, English, French",1001,On-site
Data Scientist,"Atkins, Perkins and Christian",Bac+1,Entre 2 et 5 ans,Saisonnier,International,"Java, Communication, Leadership, Machine Learning, Project Management",2026-06-03,https://fakejobsite.com/job/514,In 1 month,"English, Arabic, French",855,Remote
Project Manager,Watson LLC,Secondaire,Débutant < 2 ans,Unspecified,Gafsa,"Leadership, SQL",2025-08-24,https://fakejobsite.com/job/515,In 3 months,Arabic,825,Remote
Teacher,Goodwin Group,Primaire,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Stage,TRIPOLI,"Leadership, Java",2024-02-08,https://fakejobsite.com/job/516,Immediate,"English, Arabic, French",1408,Remote
Data Scientist,Durham LLC,Bac+1,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Intérim,International,"Leadership, Machine Learning, Python, SQL, Project Management",2025-01-16,https://fakejobsite.com/job/517,Immediate,Arabic,898,Hybrid
Marketing Manager,Howard-Moss,Primaire,Débutant < 2 ans et plus,Intérim,Gafsa,"Python, Project Management, Data Analysis, Leadership",2024-02-26,https://fakejobsite.com/job/518,Immediate,Arabic,1147,Hybrid
Nurse,Walker-Thomas,Formations professionnelles,Moins d'un an,Alternance,Tozeur,"Java, Python, Project Management",2024-03-10,https://fakejobsite.com/job/519,In 1 month,"French, Arabic",935,Hybrid
Marketing Manager,Walker-Thomas,Bac+5,Entre 5 et 10 ans,Stage,Bizerte,"Java, Machine Learning, Python, Communication",2026-09-23,https://fakejobsite.com/job/520,Immediate,French,1345,On-site
Teacher,"Thompson, Wheeler and Dunn",Bac,"Etudiant, jeune diplômé - Débutant < 2 ans",CDD,Nabeul,"Python, Data Analysis, Project Management, Java, Machine Learning",2026-01-23,https://fakejobsite.com/job/521,Immediate,"Arabic, French",758,Hybrid
Project Manager,Bradley-Charles,Bac+3,Débutant < 2 ans,Statutaire,Siliana,"Communication, Project Management, SQL, Leadership, Machine Learning",2026-06-21,https://fakejobsite.com/job/522,Immediate,"French, English, Arabic",919,On-site
Accountant,Jackson-Richards,Bac,"Etudiant, jeune diplômé et plus",Intérim,Médenine,"Data Analysis, Communication",2026-08-25,https://fakejobsite.com/job/523,In 1 month,English,1104,Hybrid
Teacher,Jackson-Richards,Bac+5,Expérience entre 2 ans et 5 ans,CDD,Le Kef,"Java, Leadership, Machine Learning, Project Management",2024-08-29,https://fakejobsite.com/job/524,Immediate,"Arabic, French",1926,On-site
Accountant,Mccoy Ltd,Formations professionnelles,Entre 2 et 5 ans,CDI,Kairouan,"Project Management, SQL, Python",2026-08-09,https://fakejobsite.com/job/525,In 1 month,Arabic,1155,Hybrid
Data Scientist,Reed-Villarreal,Bac+3,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Fonction publique,International,"Machine Learning, Project Management",2025-01-24,https://fakejobsite.com/job/526,Immediate,Arabic,880,Hybrid
Nurse,"Craig, Morrow and Edwards",Bac+2,Entre 1 et 2 ans,Statutaire,Tataouine,"SQL, Leadership, Java, Communication, Project Management",2025-09-25,https://fakejobsite.com/job/527,Immediate,"English, French",1371,Remote
Software Engineer,Jackson-Richards,Bac+2,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Indépendant-Freelance,Gabes,"Data Analysis, Leadership, Java, Python",2025-03-21,https://fakejobsite.com/job/528,Immediate,"English, Arabic",1152,Hybrid
Marketing Manager,Mccoy Ltd,Primaire,Expérience entre 2 ans et 5 ans et plus,Saisonnier,Abidjan,"SQL, Machine Learning",2025-01-09,https://fakejobsite.com/job/529,In 1 month,French,1149,Hybrid
Nurse,Bradley-Charles,Bac+5,"Etudiant, jeune diplômé & Débutant < 2 ans",Temps partiel,Tozeur,"Project Management, Java",2024-03-26,https://fakejobsite.com/job/530,In 1 month,"English, Arabic, French",1427,Remote
Teacher,Jackson-Richards,Primaire,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Fonction publique,Sousse,"Java, Machine Learning",2025-09-04,https://fakejobsite.com/job/531,Immediate,"Arabic, French, English",970,On-site
Accountant,Thomas-Howard,Formations professionnelles,Expérience entre 2 ans et 5 ans,Unspecified,Sidi Bouzid,"Leadership, Machine Learning",2026-07-21,https://fakejobsite.com/job/532,In 3 months,English,1385,Remote
Marketing Manager,Thomas-Howard,Bac+4,Expérience entre 5 ans et 10 ans,Statutaire,Ben Arous,"Project Management, Communication",2026-03-15,https://fakejobsite.com/job/533,In 1 month,"Arabic, English",2011,Remote
Accountant,Durham LLC,Bac+1,"Etudiant, jeune diplômé & Débutant < 2 ans",Saisonnier,Tataouine,"SQL, Project Management",2026-05-04,https://fakejobsite.com/job/534,In 1 month,"French, Arabic",663,On-site
Project Manager,Thomas-Howard,Expert Recherche,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Statutaire,Sousse,"Project Management, SQL, Python",2025-11-13,https://fakejobsite.com/job/535,Immediate,"French, English",1351,Hybrid
Accountant,Nichols and Sons,Bac+4,Plus que 10 ans,Stage,Ben Arous,"Machine Learning, Java, Communication",2024-05-14,https://fakejobsite.com/job/536,In 3 months,"English, Arabic, French",1139,On-site
Project Manager,Jackson-Richards,Bac+1,Entre 1 et 2 ans,CDI,Abidjan,"Communication, Java, Data Analysis, SQL",2024-08-03,https://fakejobsite.com/job/537,Immediate,"French, English, Arabic",1164,Hybrid
Data Scientist,"Giles, Nelson and Davis",Bac+3,Débutant < 2 ans,SIVP,Monastir,"SQL, Data Analysis, Leadership",2024-01-20,https://fakejobsite.com/job/538,In 1 month,"Arabic, French, English",1230,Hybrid
Marketing Manager,Mccoy Ltd,Primaire,Aucune expérience,Temps partiel,TRIPOLI,"Data Analysis, Communication",2025-04-22,https://fakejobsite.com/job/539,In 1 month,"Arabic, English, French",725,On-site
Marketing Manager,Goodwin Group,Bac+3,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Alternance,Siliana,"Leadership, Python, Data Analysis, Project Management, Communication",2024-11-01,https://fakejobsite.com/job/540,Immediate,French,1073,Remote
Software Engineer,Thomas-Howard,Formations professionnelles,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Statutaire,Ben Arous,"SQL, Java, Data Analysis, Project Management, Leadership",2024-08-23,https://fakejobsite.com/job/541,Immediate,"French, English",971,On-site
Teacher,Bradley-Charles,et plus,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Saisonnier,Tataouine,"Project Management, SQL, Java, Data Analysis, Communication",2026-05-14,https://fakejobsite.com/job/542,In 3 months,"Arabic, French",899,Hybrid
Project Manager,"Giles, Nelson and Davis",et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Saisonnier,Médenine,"Python, Machine Learning, Project Management, Communication, Java",2025-08-02,https://fakejobsite.com/job/543,In 3 months,"Arabic, English, French",1013,On-site
Software Engineer,Reed-Villarreal,et plus,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Stage,Bizerte,"Project Management, Data Analysis, Java, SQL, Python",2024-09-09,https://fakejobsite.com/job/544,In 1 month,"French, English, Arabic",1292,On-site
Accountant,Goodwin Group,Formations professionnelles,Expérience entre 2 ans et 5 ans et plus,CDD,Gafsa,"Communication, Python, Machine Learning, Java, SQL",2025-04-04,https://fakejobsite.com/job/545,In 3 months,"French, English, Arabic",836,Hybrid
Accountant,"Thompson, Wheeler and Dunn",Bac+3,Débutant < 2 ans,Fonction publique,Tozeur,"SQL, Communication, Machine Learning, Leadership",2026-07-12,https://fakejobsite.com/job/546,In 3 months,English,1062,Remote
Software Engineer,Jackson-Richards,Bac+1,Expérience entre 2 ans et 5 ans,Unspecified,Tataouine,"Java, Leadership",2024-01-08,https://fakejobsite.com/job/547,In 1 month,English,809,On-site
Marketing Manager,Nichols and Sons,Formations professionnelles,Entre 1 et 2 ans,SIVP,Bizerte,"Leadership, Java, Data Analysis",2026-07-26,https://fakejobsite.com/job/548,In 1 month,"English, French",959,Hybrid
Accountant,"Anderson, Cunningham and Dunn",et plus,Expérience > 10 ans,Stage-PFE,Gafsa,"Python, Java, SQL, Leadership",2026-08-04,https://fakejobsite.com/job/549,In 1 month,"English, French, Arabic",1526,Hybrid
Data Scientist,Carroll-Davis,Bac+5,Entre 2 et 5 ans,Alternance,Nabeul,"Project Management, Communication, Machine Learning, Java, Leadership",2025-04-13,https://fakejobsite.com/job/550,In 1 month,"French, Arabic",1974,On-site
Data Scientist,Nichols and Sons,Formations professionnelles,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Indépendant-Freelance,Bizerte,"Communication, SQL, Data Analysis",2025-07-25,https://fakejobsite.com/job/551,Immediate,English,1031,Remote
Software Engineer,Durham LLC,Qualification avant bac,Aucune expérience,Stage-PFE,Zaghouan,"Leadership, Machine Learning, Communication, Data Analysis, SQL",2024-11-04,https://fakejobsite.com/job/552,In 1 month,"French, English, Arabic",439,On-site
Project Manager,"Giles, Nelson and Davis",Bac+1,Entre 5 et 10 ans,Fonction publique,Le Kef,"Communication, Machine Learning, Project Management, Leadership",2025-06-03,https://fakejobsite.com/job/553,In 1 month,English,600,Remote
Project Manager,Howard-Moss,et plus,Entre 2 et 5 ans,Alternance,Sfax,"Leadership, SQL",2026-05-26,https://fakejobsite.com/job/554,In 1 month,"Arabic, English",1108,Remote
Software Engineer,Thomas-Howard,Doctorat,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Saisonnier,Tunis,"Project Management, Data Analysis, SQL, Leadership",2025-03-16,https://fakejobsite.com/job/555,In 3 months,"French, Arabic",2105,Remote
Project Manager,Howard-Moss,Bac+2,Moins d'un an,Indépendant-Freelance,Ben Arous,"Project Management, Communication",2026-02-06,https://fakejobsite.com/job/556,In 1 month,"Arabic, French, English",1193,Remote
Marketing Manager,Copeland-Brown,Bac+2,Expérience entre 2 ans et 5 ans,Statutaire,DAKAR,"Python, Data Analysis, Machine Learning",2025-08-06,https://fakejobsite.com/job/557,Immediate,"French, English, Arabic",1370,On-site
Marketing Manager,Nichols and Sons,Bac+4,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDD,Médenine,"Machine Learning, Java, SQL, Data Analysis, Communication",2024-11-02,https://fakejobsite.com/job/558,Immediate,"Arabic, French, English",1529,Hybrid
Project Manager,Howard-Moss,Bac+2,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,SIVP,Kairouan,"Project Management, Leadership, Machine Learning, Data Analysis, Communication",2025-01-26,https://fakejobsite.com/job/559,In 1 month,"French, Arabic",965,Hybrid
Data Scientist,"Anderson, Cunningham and Dunn",Bac+1,Expérience > 10 ans,Statutaire,Kairouan,"Leadership, Project Management, Java, Data Analysis, Communication",2024-11-25,https://fakejobsite.com/job/560,Immediate,"English, French",1985,Hybrid
Project Manager,Mccoy Ltd,Secondaire,Entre 2 et 5 ans,Unspecified,Ariana,"Leadership, Java, Machine Learning",2026-05-22,https://fakejobsite.com/job/561,In 3 months,Arabic,691,Hybrid
Marketing Manager,"Giles, Nelson and Davis",Primaire,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDD,Gafsa,"Python, SQL",2024-01-12,https://fakejobsite.com/job/562,In 1 month,"Arabic, English, French",873,Hybrid
Nurse,Goodwin Group,Bac+1,Débutant < 2 ans et plus,CDI,Ben Arous,"Python, SQL",2025-08-29,https://fakejobsite.com/job/563,Immediate,"English, French, Arabic",648,Hybrid
Teacher,"Thompson, Wheeler and Dunn",Qualification avant bac,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Stage,Sidi Bouzid,"SQL, Java",2024-07-15,https://fakejobsite.com/job/564,Immediate,French,1031,On-site
Accountant,"Thompson, Wheeler and Dunn",Bac+1,Plus que 10 ans,Alternance,Zaghouan,"Java, Communication, Leadership",2026-02-22,https://fakejobsite.com/job/565,In 1 month,"English, Arabic",1088,Remote
Nurse,"Palmer, Howard and Cook",Formations professionnelles,Expérience entre 2 ans et 5 ans et plus,Statutaire,Ariana,"Project Management, Machine Learning",2025-10-21,https://fakejobsite.com/job/566,Immediate,"Arabic, French",1128,Hybrid
Project Manager,Howard-Moss,Expert Recherche,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDD,Tozeur,"Communication, Python, Machine Learning, Leadership, Project Management",2024-08-01,https://fakejobsite.com/job/567,In 1 month,"French, Arabic",1561,On-site
Data Scientist,Walker-Thomas,Primaire,Débutant < 2 ans et plus,Stage-PFE,International,"Python, Leadership, Machine Learning, Communication, Project Management",2024-03-25,https://fakejobsite.com/job/568,Immediate,"French, Arabic",868,Hybrid
Software Engineer,"Thompson, Wheeler and Dunn",Doctorat,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Stage,Sfax,"Python, Machine Learning",2024-04-15,https://fakejobsite.com/job/569,In 3 months,"Arabic, French, English",1473,Hybrid
Project Manager,Durham LLC,Bac+2,Plus que 10 ans,CDD,Tataouine,"Machine Learning, Python, Leadership, Project Management",2025-01-31,https://fakejobsite.com/job/570,Immediate,"English, Arabic, French",725,Remote
Data Scientist,Howard-Moss,Primaire,Entre 2 et 5 ans,Intérim,TRIPOLI,"Java, Python, Machine Learning",2025-05-30,https://fakejobsite.com/job/571,Immediate,Arabic,1440,Remote
Teacher,Thomas-Howard,Bac+2,Expérience entre 5 ans et 10 ans,CDI,Kairouan,"Project Management, Java, Machine Learning",2025-06-05,https://fakejobsite.com/job/572,In 1 month,"Arabic, French",1536,Remote
Project Manager,Copeland-Brown,Bac+4,"Etudiant, jeune diplômé - Débutant < 2 ans",Fonction publique,Tunis,"Communication, Data Analysis, Project Management, Python",2026-04-03,https://fakejobsite.com/job/573,Immediate,French,1290,Hybrid
Marketing Manager,Walker-Thomas,Primaire,"Etudiant, jeune diplômé - Débutant < 2 ans",Statutaire,Tataouine,"SQL, Project Management, Machine Learning, Java",2026-04-05,https://fakejobsite.com/job/574,In 1 month,"Arabic, English",1497,Hybrid
Software Engineer,Jackson-Richards,et plus,"Etudiant, jeune diplômé & Débutant < 2 ans",Unspecified,Sidi Bouzid,"Machine Learning, Communication, Python",2025-09-13,https://fakejobsite.com/job/575,In 3 months,"English, French, Arabic",789,Hybrid
Data Scientist,Carroll-Davis,Bac+2,"Etudiant, jeune diplômé",SIVP,Ben Arous,"Java, Project Management",2024-04-28,https://fakejobsite.com/job/576,In 1 month,English,818,Remote
Data Scientist,"Craig, Morrow and Edwards",Doctorat,Expérience entre 2 ans et 5 ans,CDI,Bizerte,"SQL, Machine Learning, Project Management, Python, Leadership",2024-12-29,https://fakejobsite.com/job/577,In 1 month,"French, Arabic, English",1387,On-site
Data Scientist,Walker-Thomas,et plus,Plus que 10 ans,Stage,International,"Java, Project Management, SQL",2025-12-30,https://fakejobsite.com/job/578,Immediate,French,1083,Hybrid
Teacher,Bradley-Charles,Bac,"Etudiant, jeune diplômé et plus",Intérim,Tunis,"Java, Machine Learning, Python, Leadership",2025-05-17,https://fakejobsite.com/job/579,In 3 months,"English, French",1521,Hybrid
Project Manager,Watson LLC,Bac+3,Expérience entre 2 ans et 5 ans et plus,Alternance,Tunis,"Leadership, Data Analysis, Python",2025-06-09,https://fakejobsite.com/job/580,In 1 month,"Arabic, English, French",1696,Hybrid
Teacher,Goodwin Group,Bac+3,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Stage-PFE,Monastir,"Machine Learning, Leadership",2026-04-09,https://fakejobsite.com/job/581,Immediate,"English, French",1917,On-site
Accountant,Jackson-Richards,Doctorat,Aucune expérience,SIVP,Sidi Bouzid,"Data Analysis, SQL",2025-04-16,https://fakejobsite.com/job/582,Immediate,"Arabic, French, English",602,Hybrid
Accountant,Howard-Moss,Expert Recherche,Débutant < 2 ans et plus,Statutaire,Monastir,"Python, Java, Machine Learning, SQL",2025-02-25,https://fakejobsite.com/job/583,In 1 month,"French, Arabic, English",1753,On-site
Project Manager,Nichols and Sons,Bac,"Etudiant, jeune diplômé & Débutant < 2 ans",SIVP,Tozeur,"Java, Data Analysis, Leadership, Machine Learning, Communication",2024-09-23,https://fakejobsite.com/job/584,Immediate,English,1008,Hybrid
Marketing Manager,Thomas-Howard,Bac+4,Expérience entre 2 ans et 5 ans,CDI,International,"Communication, Project Management, Leadership, Java, Python",2024-05-28,https://fakejobsite.com/job/585,In 1 month,"Arabic, English",1258,On-site
Teacher,Murphy-Jordan,Doctorat,Plus que 10 ans,Stage,Siliana,"Python, Leadership, Project Management, Java",2025-02-08,https://fakejobsite.com/job/586,In 1 month,"French, Arabic",1323,Hybrid
Software Engineer,Carroll-Davis,et plus,Entre 2 et 5 ans,Alternance,Sidi Bouzid,"Communication, Machine Learning",2025-12-06,https://fakejobsite.com/job/587,In 1 month,Arabic,872,Remote
Data Scientist,"Thompson, Wheeler and Dunn",Bac+3,Expérience entre 2 ans et 5 ans et plus,Saisonnier,Nabeul,"Communication, Python, Leadership, Data Analysis, Project Management",2025-12-26,https://fakejobsite.com/job/588,In 3 months,"English, Arabic",1673,Remote
Data Scientist,"Atkins, Perkins and Christian",Formations professionnelles,Entre 1 et 2 ans,Unspecified,Sousse,"Project Management, Data Analysis, Machine Learning, Leadership, Communication",2024-04-02,https://fakejobsite.com/job/589,In 1 month,Arabic,1310,Remote
Project Manager,"Giles, Nelson and Davis",Bac+3,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Intérim,Gafsa,"SQL, Python, Machine Learning",2025-08-19,https://fakejobsite.com/job/590,Immediate,"English, Arabic, French",1216,Remote
Marketing Manager,Carroll-Davis,Bac+3,Plus que 10 ans,Statutaire,Le Kef,"Project Management, Communication, Python, SQL",2026-02-11,https://fakejobsite.com/job/591,In 3 months,"French, Arabic",1581,Hybrid
Accountant,Durham LLC,et plus,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Saisonnier,Ben Arous,"Data Analysis, Project Management, Communication, Java",2024-01-09,https://fakejobsite.com/job/592,Immediate,"French, English",721,Remote
Accountant,Jackson-Richards,Bac+5,"Etudiant, jeune diplômé",Stage-PFE,International,"Communication, Data Analysis, Python, Leadership, Machine Learning",2024-10-19,https://fakejobsite.com/job/593,In 3 months,"English, French",997,On-site
Data Scientist,"Craig, Morrow and Edwards",Doctorat,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Alternance,Siliana,"Leadership, Data Analysis, SQL, Python",2026-05-05,https://fakejobsite.com/job/594,In 3 months,"English, French",777,Remote
Project Manager,Walker-Thomas,Bac+1,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Temps partiel,Siliana,"Java, Leadership, Project Management",2025-08-03,https://fakejobsite.com/job/595,In 3 months,"French, English, Arabic",925,Remote
Teacher,Durham LLC,Bac+4,Entre 2 et 5 ans,Temps partiel,Sidi Bouzid,"SQL, Python, Leadership, Communication, Data Analysis",2025-01-12,https://fakejobsite.com/job/596,In 3 months,"Arabic, French",1254,Remote
Accountant,"Craig, Morrow and Edwards",Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Alternance,Gafsa,"Communication, SQL",2025-01-21,https://fakejobsite.com/job/597,Immediate,"Arabic, English",1238,Hybrid
Teacher,Carroll-Davis,Formations professionnelles,Expérience entre 2 ans et 5 ans,Intérim,Siliana,"Python, Data Analysis, Project Management, Communication, Leadership",2026-05-20,https://fakejobsite.com/job/598,In 1 month,"Arabic, English",1364,Remote
Marketing Manager,Carroll-Davis,Bac+2,Plus que 10 ans,Indépendant-Freelance,Nabeul,"Data Analysis, Communication, Project Management",2024-05-22,https://fakejobsite.com/job/599,Immediate,Arabic,747,On-site
Accountant,"Thompson, Wheeler and Dunn",Doctorat,Débutant < 2 ans et plus,Saisonnier,Siliana,"Data Analysis, Leadership, SQL",2025-06-06,https://fakejobsite.com/job/600,In 1 month,Arabic,1821,Remote
Accountant,Walker-Thomas,Qualification avant bac,"Etudiant, jeune diplômé & Débutant < 2 ans",CDD,Le Kef,"Leadership, Java, Python, SQL",2026-04-20,https://fakejobsite.com/job/601,Immediate,English,1159,Remote
Nurse,Howard-Moss,et plus,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,SIVP,Gafsa,"Machine Learning, Project Management, Data Analysis, SQL, Python",2025-03-18,https://fakejobsite.com/job/602,In 3 months,"French, English",1283,Remote
Accountant,Copeland-Brown,Bac+5,Aucune expérience,Statutaire,Gafsa,"Machine Learning, Java, Communication, Project Management",2024-12-22,https://fakejobsite.com/job/603,In 3 months,Arabic,651,On-site
Software Engineer,"Palmer, Howard and Cook",Doctorat,"Etudiant, jeune diplômé - Débutant < 2 ans",Indépendant-Freelance,Nabeul,"Leadership, Python, Java",2025-07-18,https://fakejobsite.com/job/604,In 1 month,"English, Arabic, French",1649,Remote
Project Manager,Thomas-Howard,Bac+4,"Etudiant, jeune diplômé & Débutant < 2 ans",CDD,Sousse,"Python, Project Management, Data Analysis, Machine Learning",2025-12-11,https://fakejobsite.com/job/605,In 1 month,"Arabic, French, English",883,On-site
Project Manager,Jackson-Richards,Formations professionnelles,"Etudiant, jeune diplômé",Unspecified,Gafsa,"Communication, Project Management, Data Analysis, SQL, Java",2024-03-24,https://fakejobsite.com/job/606,Immediate,"Arabic, French, English",1000,On-site
Teacher,"Giles, Nelson and Davis",Bac+5,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Stage,Gafsa,"Communication, Machine Learning, Leadership, Java",2024-01-19,https://fakejobsite.com/job/607,In 1 month,Arabic,1603,Remote
Marketing Manager,Jackson-Richards,Bac+4,Entre 2 et 5 ans,Statutaire,International,"Communication, Java, Project Management, Data Analysis, Machine Learning",2025-07-13,https://fakejobsite.com/job/608,Immediate,"English, Arabic, French",1235,On-site
Accountant,Nichols and Sons,Doctorat,Entre 5 et 10 ans,Statutaire,Ben Arous,"Project Management, Data Analysis, Leadership, SQL, Communication",2025-12-01,https://fakejobsite.com/job/609,In 1 month,"French, English",1241,Hybrid
Software Engineer,Durham LLC,Bac+1,Expérience > 10 ans,Temps partiel,International,"Java, Machine Learning, Leadership, SQL",2025-10-30,https://fakejobsite.com/job/610,In 1 month,"French, Arabic",1652,Remote
Teacher,Howard-Moss,Qualification avant bac,Expérience entre 5 ans et 10 ans,Intérim,Sidi Bouzid,"Python, Communication, Project Management",2024-02-20,https://fakejobsite.com/job/611,In 1 month,"Arabic, English, French",1075,Remote
Nurse,"Palmer, Howard and Cook",Bac+4,"Etudiant, jeune diplômé - Débutant < 2 ans",Stage,Gafsa,"Leadership, SQL, Data Analysis",2025-01-07,https://fakejobsite.com/job/612,In 3 months,"Arabic, French",1526,On-site
Teacher,Bradley-Charles,Bac+5,Débutant < 2 ans,SIVP,Siliana,"SQL, Communication",2024-09-02,https://fakejobsite.com/job/613,In 3 months,French,1090,On-site
Teacher,"Atkins, Perkins and Christian",Bac+5,Entre 2 et 5 ans,Fonction publique,Tozeur,"Data Analysis, Communication, Leadership, Java, SQL",2024-05-02,https://fakejobsite.com/job/614,Immediate,Arabic,1793,Remote
Accountant,Thomas-Howard,Bac+4,Plus que 10 ans,CDD,Sousse,"SQL, Leadership, Project Management",2026-03-20,https://fakejobsite.com/job/615,In 1 month,"French, Arabic, English",1065,Hybrid
Nurse,Walker-Thomas,Secondaire,Plus que 10 ans,Temps partiel,Nabeul,"Leadership, Machine Learning",2025-06-07,https://fakejobsite.com/job/616,Immediate,"Arabic, English",969,On-site
Teacher,Carroll-Davis,Doctorat,Moins d'un an,Statutaire,Bizerte,"SQL, Machine Learning, Leadership, Project Management, Python",2024-01-18,https://fakejobsite.com/job/617,In 1 month,"Arabic, English",1272,On-site
